rxnavImageFileName,shape,color,shape_label,shape_color,shape_color_label,color_BLACK,color_BLUE,color_BROWN,color_GRAY,color_GREEN,color_ORANGE,color_PINK,color_PURPLE,color_RED,color_TURQUOISE,color_WHITE,color_YELLOW
65162-0762-10_RXNAVIMAGE10_A23CD166_2.jpg,OVAL,PURPLE,7,OVAL_PURPLE,135,0,0,0,0,0,0,0,1,0,0,0,0
53489-0105-01_RXNAVIMAGE10_3D269EF4_1.jpg,ROUND,GREEN,10,ROUND_GREEN,164,0,0,0,0,1,0,0,0,0,0,0,0
53489-0105-01_RXNAVIMAGE10_3D269EF4_2.jpg,ROUND,GREEN,10,ROUND_GREEN,164,0,0,0,0,1,0,0,0,0,0,0,0
00591-5694-01_RXNAVIMAGE10_F90E7C93_1.jpg,CAPSULE,YELLOW,1,CAPSULE_YELLOW,94,0,0,0,0,0,0,0,0,0,0,0,1
00591-5694-01_RXNAVIMAGE10_F90E7C93_2.jpg,CAPSULE,YELLOW,1,CAPSULE_YELLOW,94,0,0,0,0,0,0,0,0,0,0,0,1
00832-2012-00_RXNAVIMAGE10_6039B00D_1.jpg,CAPSULE,RED,1,CAPSULE_RED,69,0,0,0,0,0,0,0,0,1,0,0,0
00832-2012-00_RXNAVIMAGE10_6039B00D_2.jpg,CAPSULE,RED,1,CAPSULE_RED,69,0,0,0,0,0,0,0,0,1,0,0,0
60505-0212-03_RXNAVIMAGE10_7934BCC5_1.jpg,CAPSULE,"BLUE, GREEN",1,"CAPSULE_BLUE, GREEN",11,0,1,0,0,1,0,0,0,0,0,0,0
60505-0212-03_RXNAVIMAGE10_7934BCC5_2.jpg,CAPSULE,"BLUE, GREEN",1,"CAPSULE_BLUE, GREEN",11,0,1,0,0,1,0,0,0,0,0,0,0
00603-4210-32_RXNAVIMAGE10_15448AD4_1.jpg,OVAL,WHITE,7,OVAL_WHITE,139,0,0,0,0,0,0,0,0,0,0,1,0
00603-4210-32_RXNAVIMAGE10_15448AD4_2.jpg,OVAL,WHITE,7,OVAL_WHITE,139,0,0,0,0,0,0,0,0,0,0,1,0
00002-3270-30_RXNAVIMAGE10_A91354EA_1.jpg,CAPSULE,"BLUE, YELLOW",1,"CAPSULE_BLUE, YELLOW",17,0,1,0,0,0,0,0,0,0,0,0,1
00002-3270-30_RXNAVIMAGE10_A91354EA_2.jpg,CAPSULE,"BLUE, YELLOW",1,"CAPSULE_BLUE, YELLOW",17,0,1,0,0,0,0,0,0,0,0,0,1
31722-0270-90_RXNAVIMAGE10_56432B49_1.jpg,OVAL,BROWN,7,OVAL_BROWN,125,0,0,1,0,0,0,0,0,0,0,0,0
31722-0270-90_RXNAVIMAGE10_56432B49_2.jpg,OVAL,BROWN,7,OVAL_BROWN,125,0,0,1,0,0,0,0,0,0,0,0,0
00009-5012-01_RXNAVIMAGE10_8F15C7BE_1.jpg,ROUND,WHITE,10,ROUND_WHITE,174,0,0,0,0,0,0,0,0,0,0,1,0
00009-5012-01_RXNAVIMAGE10_8F15C7BE_2.jpg,ROUND,WHITE,10,ROUND_WHITE,174,0,0,0,0,0,0,0,0,0,0,1,0
16714-0662-01_RXNAVIMAGE10_9E4D4F3A_1.jpg,CAPSULE,YELLOW,1,CAPSULE_YELLOW,94,0,0,0,0,0,0,0,0,0,0,0,1
16714-0662-01_RXNAVIMAGE10_9E4D4F3A_2.jpg,CAPSULE,YELLOW,1,CAPSULE_YELLOW,94,0,0,0,0,0,0,0,0,0,0,0,1
59467-0318-01_RXNAVIMAGE10_BA505D52_1.jpg,CAPSULE,"BLUE, BLUE",1,"CAPSULE_BLUE, BLUE",8,0,1,0,0,0,0,0,0,0,0,0,0
59467-0318-01_RXNAVIMAGE10_BA505D52_2.jpg,CAPSULE,"BLUE, BLUE",1,"CAPSULE_BLUE, BLUE",8,0,1,0,0,0,0,0,0,0,0,0,0
00781-5186-01_RXNAVIMAGE10_7A23BD5D_1.jpg,OVAL,BROWN,7,OVAL_BROWN,125,0,0,1,0,0,0,0,0,0,0,0,0
00781-5186-01_RXNAVIMAGE10_7A23BD5D_2.jpg,OVAL,BROWN,7,OVAL_BROWN,125,0,0,1,0,0,0,0,0,0,0,0,0
00093-5248-65_RXNAVIMAGE10_9235C97E_1.jpg,ROUND,YELLOW,10,ROUND_YELLOW,178,0,0,0,0,0,0,0,0,0,0,0,1
00093-5248-65_RXNAVIMAGE10_9235C97E_2.jpg,ROUND,YELLOW,10,ROUND_YELLOW,178,0,0,0,0,0,0,0,0,0,0,0,1
00456-1405-01_RXNAVIMAGE10_683A3461_1.jpg,TRIANGLE,BROWN,15,TRIANGLE_BROWN,197,0,0,1,0,0,0,0,0,0,0,0,0
00456-1405-01_RXNAVIMAGE10_683A3461_2.jpg,TRIANGLE,BROWN,15,TRIANGLE_BROWN,197,0,0,1,0,0,0,0,0,0,0,0,0
68382-0230-16_RXNAVIMAGE10_1F3C8FF4_1.jpg,OVAL,WHITE,7,OVAL_WHITE,139,0,0,0,0,0,0,0,0,0,0,1,0
68382-0230-16_RXNAVIMAGE10_1F3C8FF4_2.jpg,OVAL,WHITE,7,OVAL_WHITE,139,0,0,0,0,0,0,0,0,0,0,1,0
13107-0155-99_RXNAVIMAGE10_9C4DCE2E_1.jpg,OVAL,PINK,7,OVAL_PINK,133,0,0,0,0,0,0,1,0,0,0,0,0
13107-0155-99_RXNAVIMAGE10_9C4DCE2E_2.jpg,OVAL,PINK,7,OVAL_PINK,133,0,0,0,0,0,0,1,0,0,0,0,0
00378-0183-01_RXNAVIMAGE10_95204A82_1.jpg,ROUND,BLUE,10,ROUND_BLUE,160,0,1,0,0,0,0,0,0,0,0,0,0
00378-0183-01_RXNAVIMAGE10_95204A82_2.jpg,ROUND,BLUE,10,ROUND_BLUE,160,0,1,0,0,0,0,0,0,0,0,0,0
65862-0085-50_RXNAVIMAGE10_1D458EEC_1.jpg,CAPSULE,"RED, WHITE",1,"CAPSULE_RED, WHITE",74,0,0,0,0,0,0,0,0,1,0,1,0
65862-0085-50_RXNAVIMAGE10_1D458EEC_2.jpg,CAPSULE,"RED, WHITE",1,"CAPSULE_RED, WHITE",74,0,0,0,0,0,0,0,0,1,0,1,0
00093-5213-01_RXNAVIMAGE10_632BB1FD_1.jpg,OVAL,YELLOW,7,OVAL_YELLOW,145,0,0,0,0,0,0,0,0,0,0,0,1
00093-5213-01_RXNAVIMAGE10_632BB1FD_2.jpg,OVAL,YELLOW,7,OVAL_YELLOW,145,0,0,0,0,0,0,0,0,0,0,0,1
11042-0142-03_RXNAVIMAGE10_5E1B2F79_1.jpg,OVAL,BLUE,7,OVAL_BLUE,123,0,1,0,0,0,0,0,0,0,0,0,0
11042-0142-03_RXNAVIMAGE10_5E1B2F79_2.jpg,OVAL,BLUE,7,OVAL_BLUE,123,0,1,0,0,0,0,0,0,0,0,0,0
00093-4236-01_RXNAVIMAGE10_262D937C_1.jpg,ROUND,WHITE,10,ROUND_WHITE,174,0,0,0,0,0,0,0,0,0,0,1,0
00093-4236-01_RXNAVIMAGE10_262D937C_2.jpg,ROUND,WHITE,10,ROUND_WHITE,174,0,0,0,0,0,0,0,0,0,0,1,0
68682-0409-10_RXNAVIMAGE10_6D39B6CD_1.jpg,CAPSULE,GREEN,1,CAPSULE_GREEN,32,0,0,0,0,1,0,0,0,0,0,0,0
68682-0409-10_RXNAVIMAGE10_6D39B6CD_2.jpg,CAPSULE,GREEN,1,CAPSULE_GREEN,32,0,0,0,0,1,0,0,0,0,0,0,0
63481-0025-09_RXNAVIMAGE10_D94FECAF_1.jpg,ROUND,WHITE,10,ROUND_WHITE,174,0,0,0,0,0,0,0,0,0,0,1,0
63481-0025-09_RXNAVIMAGE10_D94FECAF_2.jpg,ROUND,WHITE,10,ROUND_WHITE,174,0,0,0,0,0,0,0,0,0,0,1,0
00603-6157-21_RXNAVIMAGE10_853E4292_1.jpg,ROUND,ORANGE,10,ROUND_ORANGE,166,0,0,0,0,0,1,0,0,0,0,0,0
00603-6157-21_RXNAVIMAGE10_853E4292_2.jpg,ROUND,ORANGE,10,ROUND_ORANGE,166,0,0,0,0,0,1,0,0,0,0,0,0
51991-0747-10_RXNAVIMAGE10_234F91EC_1.jpg,CAPSULE,"GREEN, WHITE",1,"CAPSULE_GREEN, WHITE",42,0,0,0,0,1,0,0,0,0,0,1,0
51991-0747-10_RXNAVIMAGE10_234F91EC_2.jpg,CAPSULE,"GREEN, WHITE",1,"CAPSULE_GREEN, WHITE",42,0,0,0,0,1,0,0,0,0,0,1,0
99207-0463-30_RXNAVIMAGE10_EB1C75E3_1.jpg,OVAL,BLUE,7,OVAL_BLUE,123,0,1,0,0,0,0,0,0,0,0,0,0
99207-0463-30_RXNAVIMAGE10_EB1C75E3_2.jpg,OVAL,BLUE,7,OVAL_BLUE,123,0,1,0,0,0,0,0,0,0,0,0,0
00074-7069-90_RXNAVIMAGE10_9D1D4EAA_1.jpg,ROUND,BLUE,10,ROUND_BLUE,160,0,1,0,0,0,0,0,0,0,0,0,0
00074-7069-90_RXNAVIMAGE10_9D1D4EAA_2.jpg,ROUND,BLUE,10,ROUND_BLUE,160,0,1,0,0,0,0,0,0,0,0,0,0
00004-0800-85_RXNAVIMAGE10_491E24C1_1.jpg,CAPSULE,"GRAY, YELLOW",1,"CAPSULE_GRAY, YELLOW",31,0,0,0,1,0,0,0,0,0,0,0,1
00004-0800-85_RXNAVIMAGE10_491E24C1_2.jpg,CAPSULE,"GRAY, YELLOW",1,"CAPSULE_GRAY, YELLOW",31,0,0,0,1,0,0,0,0,0,0,0,1
00591-2225-01_RXNAVIMAGE10_9A054D1A_1.jpg,OVAL,WHITE,7,OVAL_WHITE,139,0,0,0,0,0,0,0,0,0,0,1,0
00591-2225-01_RXNAVIMAGE10_9A054D1A_2.jpg,OVAL,WHITE,7,OVAL_WHITE,139,0,0,0,0,0,0,0,0,0,0,1,0
65162-0761-10_RXNAVIMAGE10_C441622B_1.jpg,OVAL,PINK,7,OVAL_PINK,133,0,0,0,0,0,0,1,0,0,0,0,0
65162-0761-10_RXNAVIMAGE10_C441622B_2.jpg,OVAL,PINK,7,OVAL_PINK,133,0,0,0,0,0,0,1,0,0,0,0,0
00591-5789-01_RXNAVIMAGE10_5434AA05_1.jpg,CAPSULE,GREEN,1,CAPSULE_GREEN,32,0,0,0,0,1,0,0,0,0,0,0,0
00591-5789-01_RXNAVIMAGE10_5434AA05_2.jpg,CAPSULE,GREEN,1,CAPSULE_GREEN,32,0,0,0,0,1,0,0,0,0,0,0,0
49884-0735-11_RXNAVIMAGE10_0D3306F8_1.jpg,OVAL,WHITE,7,OVAL_WHITE,139,0,0,0,0,0,0,0,0,0,0,1,0
49884-0735-11_RXNAVIMAGE10_0D3306F8_2.jpg,OVAL,WHITE,7,OVAL_WHITE,139,0,0,0,0,0,0,0,0,0,0,1,0
00555-9012-58_RXNAVIMAGE10_832FC1CE_1.jpg,ROUND,WHITE,10,ROUND_WHITE,174,0,0,0,0,0,0,0,0,0,0,1,0
00555-9012-58_RXNAVIMAGE10_832FC1CE_2.jpg,ROUND,WHITE,10,ROUND_WHITE,174,0,0,0,0,0,0,0,0,0,0,1,0
43547-0254-50_RXNAVIMAGE10_703E3871_1.jpg,OVAL,WHITE,7,OVAL_WHITE,139,0,0,0,0,0,0,0,0,0,0,1,0
43547-0254-50_RXNAVIMAGE10_703E3871_2.jpg,OVAL,WHITE,7,OVAL_WHITE,139,0,0,0,0,0,0,0,0,0,0,1,0
00093-2748-65_RXNAVIMAGE10_014380FC_1.jpg,ROUND,ORANGE,10,ROUND_ORANGE,166,0,0,0,0,0,1,0,0,0,0,0,0
00093-2748-65_RXNAVIMAGE10_014380FC_2.jpg,ROUND,ORANGE,10,ROUND_ORANGE,166,0,0,0,0,0,1,0,0,0,0,0,0
16714-0225-04_RXNAVIMAGE10_7C453E79_1.jpg,OVAL,YELLOW,7,OVAL_YELLOW,145,0,0,0,0,0,0,0,0,0,0,0,1
16714-0225-04_RXNAVIMAGE10_7C453E79_2.jpg,OVAL,YELLOW,7,OVAL_YELLOW,145,0,0,0,0,0,0,0,0,0,0,0,1
00143-1202-01_RXNAVIMAGE10_7A053D59_1.jpg,ROUND,WHITE,10,ROUND_WHITE,174,0,0,0,0,0,0,0,0,0,0,1,0
00143-1202-01_RXNAVIMAGE10_7A053D59_2.jpg,ROUND,WHITE,10,ROUND_WHITE,174,0,0,0,0,0,0,0,0,0,0,1,0
13668-0268-01_RXNAVIMAGE10_CD3FE6CF_1.jpg,OVAL,PINK,7,OVAL_PINK,133,0,0,0,0,0,0,1,0,0,0,0,0
13668-0268-01_RXNAVIMAGE10_CD3FE6CF_2.jpg,OVAL,PINK,7,OVAL_PINK,133,0,0,0,0,0,0,1,0,0,0,0,0
29300-0137-01_RXNAVIMAGE10_983A4C62_1.jpg,OVAL,WHITE,7,OVAL_WHITE,139,0,0,0,0,0,0,0,0,0,0,1,0
29300-0137-01_RXNAVIMAGE10_983A4C62_2.jpg,OVAL,WHITE,7,OVAL_WHITE,139,0,0,0,0,0,0,0,0,0,0,1,0
51285-0126-98_RXNAVIMAGE10_9D42CEA6_1.jpg,ROUND,BROWN,10,ROUND_BROWN,162,0,0,1,0,0,0,0,0,0,0,0,0
51285-0126-98_RXNAVIMAGE10_9D42CEA6_2.jpg,ROUND,BROWN,10,ROUND_BROWN,162,0,0,1,0,0,0,0,0,0,0,0,0
00093-3160-06_RXNAVIMAGE10_FB297DFB_1.jpg,CAPSULE,"GREEN, PURPLE",1,"CAPSULE_GREEN, PURPLE",40,0,0,0,0,1,0,0,1,0,0,0,0
00093-3160-06_RXNAVIMAGE10_FB297DFB_2.jpg,CAPSULE,"GREEN, PURPLE",1,"CAPSULE_GREEN, PURPLE",40,0,0,0,0,1,0,0,1,0,0,0,0
51672-4031-01_RXNAVIMAGE10_29129484_1.jpg,OVAL,BLUE,7,OVAL_BLUE,123,0,1,0,0,0,0,0,0,0,0,0,0
51672-4031-01_RXNAVIMAGE10_29129484_2.jpg,OVAL,BLUE,7,OVAL_BLUE,123,0,1,0,0,0,0,0,0,0,0,0,0
51285-0060-01_RXNAVIMAGE10_6838B465_1.jpg,FREEFORM,PINK,4,FREEFORM_PINK,114,0,0,0,0,0,0,1,0,0,0,0,0
51285-0060-01_RXNAVIMAGE10_6838B465_2.jpg,FREEFORM,PINK,4,FREEFORM_PINK,114,0,0,0,0,0,0,1,0,0,0,0,0
00093-1005-01_RXNAVIMAGE10_9629CB0E_1.jpg,OVAL,WHITE,7,OVAL_WHITE,139,0,0,0,0,0,0,0,0,0,0,1,0
00093-1005-01_RXNAVIMAGE10_9629CB0E_2.jpg,OVAL,WHITE,7,OVAL_WHITE,139,0,0,0,0,0,0,0,0,0,0,1,0
00093-7236-56_RXNAVIMAGE10_422B2109_1.jpg,ROUND,YELLOW,10,ROUND_YELLOW,178,0,0,0,0,0,0,0,0,0,0,0,1
00093-7236-56_RXNAVIMAGE10_422B2109_2.jpg,ROUND,YELLOW,10,ROUND_YELLOW,178,0,0,0,0,0,0,0,0,0,0,0,1
66993-0107-02_RXNAVIMAGE10_3A239D7C_1.jpg,OVAL,ORANGE,7,OVAL_ORANGE,130,0,0,0,0,0,1,0,0,0,0,0,0
66993-0107-02_RXNAVIMAGE10_3A239D7C_2.jpg,OVAL,ORANGE,7,OVAL_ORANGE,130,0,0,0,0,0,1,0,0,0,0,0,0
66993-0409-32_RXNAVIMAGE10_4439A25D_1.jpg,CAPSULE,"BLACK, GREEN",1,"CAPSULE_BLACK, GREEN",1,1,0,0,0,1,0,0,0,0,0,0,0
66993-0409-32_RXNAVIMAGE10_4439A25D_2.jpg,CAPSULE,"BLACK, GREEN",1,"CAPSULE_BLACK, GREEN",1,1,0,0,0,1,0,0,0,0,0,0,0
60505-0040-01_RXNAVIMAGE10_18458C7C_1.jpg,CAPSULE,"WHITE, GRAY",1,"CAPSULE_WHITE, GRAY",85,0,0,0,1,0,0,0,0,0,0,1,0
60505-0040-01_RXNAVIMAGE10_18458C7C_2.jpg,CAPSULE,"WHITE, GRAY",1,"CAPSULE_WHITE, GRAY",85,0,0,0,1,0,0,0,0,0,0,1,0
65862-0547-90_RXNAVIMAGE10_32511968_1.jpg,OVAL,ORANGE,7,OVAL_ORANGE,130,0,0,0,0,0,1,0,0,0,0,0,0
65862-0547-90_RXNAVIMAGE10_32511968_2.jpg,OVAL,ORANGE,7,OVAL_ORANGE,130,0,0,0,0,0,1,0,0,0,0,0,0
00378-2072-01_RXNAVIMAGE10_8621435A_1.jpg,ROUND,BLUE,10,ROUND_BLUE,160,0,1,0,0,0,0,0,0,0,0,0,0
00378-2072-01_RXNAVIMAGE10_8621435A_2.jpg,ROUND,BLUE,10,ROUND_BLUE,160,0,1,0,0,0,0,0,0,0,0,0,0
50111-0468-01_RXNAVIMAGE10_6121B0DD_1.jpg,ROUND,BLUE,10,ROUND_BLUE,160,0,1,0,0,0,0,0,0,0,0,0,0
50111-0468-01_RXNAVIMAGE10_6121B0DD_2.jpg,ROUND,BLUE,10,ROUND_BLUE,160,0,1,0,0,0,0,0,0,0,0,0,0
00185-0415-05_RXNAVIMAGE10_8748C3F6_1.jpg,ROUND,PURPLE,10,ROUND_PURPLE,171,0,0,0,0,0,0,0,1,0,0,0,0
00185-0415-05_RXNAVIMAGE10_8748C3F6_2.jpg,ROUND,PURPLE,10,ROUND_PURPLE,171,0,0,0,0,0,0,0,1,0,0,0,0
00228-2751-11_RXNAVIMAGE10_6207B15D_1.jpg,OVAL,WHITE,7,OVAL_WHITE,139,0,0,0,0,0,0,0,0,0,0,1,0
00228-2751-11_RXNAVIMAGE10_6207B15D_2.jpg,OVAL,WHITE,7,OVAL_WHITE,139,0,0,0,0,0,0,0,0,0,0,1,0
29300-0111-05_RXNAVIMAGE10_584FAC5D_1.jpg,OVAL,WHITE,7,OVAL_WHITE,139,0,0,0,0,0,0,0,0,0,0,1,0
29300-0111-05_RXNAVIMAGE10_584FAC5D_2.jpg,OVAL,WHITE,7,OVAL_WHITE,139,0,0,0,0,0,0,0,0,0,0,1,0
51285-0446-02_RXNAVIMAGE10_38359C1C_1.jpg,ROUND,ORANGE,10,ROUND_ORANGE,166,0,0,0,0,0,1,0,0,0,0,0,0
51285-0446-02_RXNAVIMAGE10_38359C1C_2.jpg,ROUND,ORANGE,10,ROUND_ORANGE,166,0,0,0,0,0,1,0,0,0,0,0,0
16571-0202-10_RXNAVIMAGE10_6A48B525_1.jpg,ROUND,BROWN,10,ROUND_BROWN,162,0,0,1,0,0,0,0,0,0,0,0,0
16571-0202-10_RXNAVIMAGE10_6A48B525_2.jpg,ROUND,BROWN,10,ROUND_BROWN,162,0,0,1,0,0,0,0,0,0,0,0,0
00078-0572-15_RXNAVIMAGE10_381D9C4C_1.jpg,OVAL,RED,7,OVAL_RED,137,0,0,0,0,0,0,0,0,1,0,0,0
00078-0572-15_RXNAVIMAGE10_381D9C4C_2.jpg,OVAL,RED,7,OVAL_RED,137,0,0,0,0,0,0,0,0,1,0,0,0
16252-0527-50_RXNAVIMAGE10_5A512D79_1.jpg,OVAL,WHITE,7,OVAL_WHITE,139,0,0,0,0,0,0,0,0,0,0,1,0
16252-0527-50_RXNAVIMAGE10_5A512D79_2.jpg,OVAL,WHITE,7,OVAL_WHITE,139,0,0,0,0,0,0,0,0,0,0,1,0
60505-2674-03_RXNAVIMAGE10_864FC30E_1.jpg,RECTANGLE,PINK,9,RECTANGLE_PINK,158,0,0,0,0,0,0,1,0,0,0,0,0
60505-2674-03_RXNAVIMAGE10_864FC30E_2.jpg,RECTANGLE,PINK,9,RECTANGLE_PINK,158,0,0,0,0,0,0,1,0,0,0,0,0
60505-0093-00_RXNAVIMAGE10_9646CB36_1.jpg,ROUND,WHITE,10,ROUND_WHITE,174,0,0,0,0,0,0,0,0,0,0,1,0
60505-0093-00_RXNAVIMAGE10_9646CB36_2.jpg,ROUND,WHITE,10,ROUND_WHITE,174,0,0,0,0,0,0,0,0,0,0,1,0
00002-5123-30_RXNAVIMAGE10_E848F457_1.jpg,HEXAGON,BROWN,5,HEXAGON_BROWN,117,0,0,1,0,0,0,0,0,0,0,0,0
00002-5123-30_RXNAVIMAGE10_E848F457_2.jpg,HEXAGON,BROWN,5,HEXAGON_BROWN,117,0,0,1,0,0,0,0,0,0,0,0,0
00093-7224-98_RXNAVIMAGE10_B5305AF2_1.jpg,ROUND,WHITE,10,ROUND_WHITE,174,0,0,0,0,0,0,0,0,0,0,1,0
00093-7224-98_RXNAVIMAGE10_B5305AF2_2.jpg,ROUND,WHITE,10,ROUND_WHITE,174,0,0,0,0,0,0,0,0,0,0,1,0
00172-3926-60_RXNAVIMAGE10_C54262D3_1.jpg,ROUND,YELLOW,10,ROUND_YELLOW,178,0,0,0,0,0,0,0,0,0,0,0,1
00172-3926-60_RXNAVIMAGE10_C54262D3_2.jpg,ROUND,YELLOW,10,ROUND_YELLOW,178,0,0,0,0,0,0,0,0,0,0,0,1
00555-9020-58_RXNAVIMAGE10_4B36A5F5_1.jpg,ROUND,PINK,10,ROUND_PINK,168,0,0,0,0,0,0,1,0,0,0,0,0
00555-9020-58_RXNAVIMAGE10_4B36A5F5_2.jpg,ROUND,PINK,10,ROUND_PINK,168,0,0,0,0,0,0,1,0,0,0,0,0
55111-0320-01_RXNAVIMAGE10_2F0797AC_1.jpg,OVAL,PINK,7,OVAL_PINK,133,0,0,0,0,0,0,1,0,0,0,0,0
55111-0320-01_RXNAVIMAGE10_2F0797AC_2.jpg,OVAL,PINK,7,OVAL_PINK,133,0,0,0,0,0,0,1,0,0,0,0,0
00003-4215-11_RXNAVIMAGE10_C33CE1E7_1.jpg,ROUND,PINK,10,ROUND_PINK,168,0,0,0,0,0,0,1,0,0,0,0,0
00003-4215-11_RXNAVIMAGE10_C33CE1E7_2.jpg,ROUND,PINK,10,ROUND_PINK,168,0,0,0,0,0,0,1,0,0,0,0,0
42794-0020-02_RXNAVIMAGE10_A75153EA_1.jpg,ROUND,WHITE,10,ROUND_WHITE,174,0,0,0,0,0,0,0,0,0,0,1,0
42794-0020-02_RXNAVIMAGE10_A75153EA_2.jpg,ROUND,WHITE,10,ROUND_WHITE,174,0,0,0,0,0,0,0,0,0,0,1,0
00603-3855-21_RXNAVIMAGE10_8B34C5C6_1.jpg,CAPSULE,BLUE,1,CAPSULE_BLUE,7,0,1,0,0,0,0,0,0,0,0,0,0
00603-3855-21_RXNAVIMAGE10_8B34C5C6_2.jpg,CAPSULE,BLUE,1,CAPSULE_BLUE,7,0,1,0,0,0,0,0,0,0,0,0,0
51285-0431-65_RXNAVIMAGE10_B636DB06_1.jpg,ROUND,YELLOW,10,ROUND_YELLOW,178,0,0,0,0,0,0,0,0,0,0,0,1
51285-0431-65_RXNAVIMAGE10_B636DB06_2.jpg,ROUND,YELLOW,10,ROUND_YELLOW,178,0,0,0,0,0,0,0,0,0,0,0,1
68462-0474-01_RXNAVIMAGE10_5047A81D_1.jpg,OVAL,WHITE,7,OVAL_WHITE,139,0,0,0,0,0,0,0,0,0,0,1,0
68462-0474-01_RXNAVIMAGE10_5047A81D_2.jpg,OVAL,WHITE,7,OVAL_WHITE,139,0,0,0,0,0,0,0,0,0,0,1,0
00003-4222-16_RXNAVIMAGE10_F215F93F_1.jpg,OVAL,YELLOW,7,OVAL_YELLOW,145,0,0,0,0,0,0,0,0,0,0,0,1
00003-4222-16_RXNAVIMAGE10_F215F93F_2.jpg,OVAL,YELLOW,7,OVAL_YELLOW,145,0,0,0,0,0,0,0,0,0,0,0,1
53489-0145-01_RXNAVIMAGE10_B523DA9E_1.jpg,ROUND,WHITE,10,ROUND_WHITE,174,0,0,0,0,0,0,0,0,0,0,1,0
53489-0145-01_RXNAVIMAGE10_B523DA9E_2.jpg,ROUND,WHITE,10,ROUND_WHITE,174,0,0,0,0,0,0,0,0,0,0,1,0
00677-1979-01_RXNAVIMAGE10_9B084DE2_1.jpg,ROUND,YELLOW,10,ROUND_YELLOW,178,0,0,0,0,0,0,0,0,0,0,0,1
00677-1979-01_RXNAVIMAGE10_9B084DE2_2.jpg,ROUND,YELLOW,10,ROUND_YELLOW,178,0,0,0,0,0,0,0,0,0,0,0,1
53489-0120-02_RXNAVIMAGE10_D4346A13_1.jpg,ROUND,ORANGE,10,ROUND_ORANGE,166,0,0,0,0,0,1,0,0,0,0,0,0
53489-0120-02_RXNAVIMAGE10_D4346A13_2.jpg,ROUND,ORANGE,10,ROUND_ORANGE,166,0,0,0,0,0,1,0,0,0,0,0,0
55253-0601-30_RXNAVIMAGE10_DE356F4B_1.jpg,ROUND,YELLOW,10,ROUND_YELLOW,178,0,0,0,0,0,0,0,0,0,0,0,1
55253-0601-30_RXNAVIMAGE10_DE356F4B_2.jpg,ROUND,YELLOW,10,ROUND_YELLOW,178,0,0,0,0,0,0,0,0,0,0,0,1
49702-0203-18_RXNAVIMAGE10_2C19965C_1.jpg,DIAMOND,WHITE,2,DIAMOND_WHITE,110,0,0,0,0,0,0,0,0,0,0,1,0
