rxnavImageFileName,shape,color,shape_label,shape_color,shape_color_label,color_BLACK,color_BLUE,color_BROWN,color_GRAY,color_GREEN,color_ORANGE,color_PINK,color_PURPLE,color_RED,color_TURQUOISE,color_WHITE,color_YELLOW,NDC11
16714-0662-01_RXNAVIMAGE10_9E4D4F3A_2.jpg,CAPSULE,YELLOW,1,CAPSULE_YELLOW,94,0,0,0,0,0,0,0,0,0,0,0,1,16714-0662-01
59467-0318-01_RXNAVIMAGE10_BA505D52_1.jpg,CAPSULE,"BLUE, BLUE",1,"CAPSULE_BLUE, BLUE",8,0,1,0,0,0,0,0,0,0,0,0,0,59467-0318-01
59467-0318-01_RXNAVIMAGE10_BA505D52_2.jpg,CAPSULE,"BLUE, BLUE",1,"CAPSULE_BLUE, BLUE",8,0,1,0,0,0,0,0,0,0,0,0,0,59467-0318-01
00781-5186-01_RXNAVIMAGE10_7A23BD5D_1.jpg,OVAL,BROWN,7,OVAL_BROWN,125,0,0,1,0,0,0,0,0,0,0,0,0,00781-5186-01
00781-5186-01_RXNAVIMAGE10_7A23BD5D_2.jpg,OVAL,BROWN,7,OVAL_BROWN,125,0,0,1,0,0,0,0,0,0,0,0,0,00781-5186-01
00093-5248-65_RXNAVIMAGE10_9235C97E_1.jpg,ROUND,YELLOW,10,ROUND_YELLOW,178,0,0,0,0,0,0,0,0,0,0,0,1,00093-5248-65
00093-5248-65_RXNAVIMAGE10_9235C97E_2.jpg,ROUND,YELLOW,10,ROUND_YELLOW,178,0,0,0,0,0,0,0,0,0,0,0,1,00093-5248-65
68382-0230-16_RXNAVIMAGE10_1F3C8FF4_1.jpg,OVAL,WHITE,7,OVAL_WHITE,139,0,0,0,0,0,0,0,0,0,0,1,0,68382-0230-16
68382-0230-16_RXNAVIMAGE10_1F3C8FF4_2.jpg,OVAL,WHITE,7,OVAL_WHITE,139,0,0,0,0,0,0,0,0,0,0,1,0,68382-0230-16
00378-0183-01_RXNAVIMAGE10_95204A82_1.jpg,ROUND,BLUE,10,ROUND_BLUE,160,0,1,0,0,0,0,0,0,0,0,0,0,00378-0183-01
00378-0183-01_RXNAVIMAGE10_95204A82_2.jpg,ROUND,BLUE,10,ROUND_BLUE,160,0,1,0,0,0,0,0,0,0,0,0,0,00378-0183-01
65862-0085-50_RXNAVIMAGE10_1D458EEC_1.jpg,CAPSULE,"RED, WHITE",1,"CAPSULE_RED, WHITE",74,0,0,0,0,0,0,0,0,1,0,1,0,65862-0085-50
65862-0085-50_RXNAVIMAGE10_1D458EEC_2.jpg,CAPSULE,"RED, WHITE",1,"CAPSULE_RED, WHITE",74,0,0,0,0,0,0,0,0,1,0,1,0,65862-0085-50
00093-5213-01_RXNAVIMAGE10_632BB1FD_1.jpg,OVAL,YELLOW,7,OVAL_YELLOW,145,0,0,0,0,0,0,0,0,0,0,0,1,00093-5213-01
00093-5213-01_RXNAVIMAGE10_632BB1FD_2.jpg,OVAL,YELLOW,7,OVAL_YELLOW,145,0,0,0,0,0,0,0,0,0,0,0,1,00093-5213-01
11042-0142-03_RXNAVIMAGE10_5E1B2F79_1.jpg,OVAL,BLUE,7,OVAL_BLUE,123,0,1,0,0,0,0,0,0,0,0,0,0,11042-0142-03
11042-0142-03_RXNAVIMAGE10_5E1B2F79_2.jpg,OVAL,BLUE,7,OVAL_BLUE,123,0,1,0,0,0,0,0,0,0,0,0,0,11042-0142-03
00093-4236-01_RXNAVIMAGE10_262D937C_1.jpg,ROUND,WHITE,10,ROUND_WHITE,174,0,0,0,0,0,0,0,0,0,0,1,0,00093-4236-01
00093-4236-01_RXNAVIMAGE10_262D937C_2.jpg,ROUND,WHITE,10,ROUND_WHITE,174,0,0,0,0,0,0,0,0,0,0,1,0,00093-4236-01
68682-0409-10_RXNAVIMAGE10_6D39B6CD_1.jpg,CAPSULE,GREEN,1,CAPSULE_GREEN,32,0,0,0,0,1,0,0,0,0,0,0,0,68682-0409-10
68682-0409-10_RXNAVIMAGE10_6D39B6CD_2.jpg,CAPSULE,GREEN,1,CAPSULE_GREEN,32,0,0,0,0,1,0,0,0,0,0,0,0,68682-0409-10
63481-0025-09_RXNAVIMAGE10_D94FECAF_1.jpg,ROUND,WHITE,10,ROUND_WHITE,174,0,0,0,0,0,0,0,0,0,0,1,0,63481-0025-09
63481-0025-09_RXNAVIMAGE10_D94FECAF_2.jpg,ROUND,WHITE,10,ROUND_WHITE,174,0,0,0,0,0,0,0,0,0,0,1,0,63481-0025-09
00603-6157-21_RXNAVIMAGE10_853E4292_1.jpg,ROUND,ORANGE,10,ROUND_ORANGE,166,0,0,0,0,0,1,0,0,0,0,0,0,00603-6157-21
00603-6157-21_RXNAVIMAGE10_853E4292_2.jpg,ROUND,ORANGE,10,ROUND_ORANGE,166,0,0,0,0,0,1,0,0,0,0,0,0,00603-6157-21
51991-0747-10_RXNAVIMAGE10_234F91EC_1.jpg,CAPSULE,"GREEN, WHITE",1,"CAPSULE_GREEN, WHITE",42,0,0,0,0,1,0,0,0,0,0,1,0,51991-0747-10
51991-0747-10_RXNAVIMAGE10_234F91EC_2.jpg,CAPSULE,"GREEN, WHITE",1,"CAPSULE_GREEN, WHITE",42,0,0,0,0,1,0,0,0,0,0,1,0,51991-0747-10
99207-0463-30_RXNAVIMAGE10_EB1C75E3_1.jpg,OVAL,BLUE,7,OVAL_BLUE,123,0,1,0,0,0,0,0,0,0,0,0,0,99207-0463-30
99207-0463-30_RXNAVIMAGE10_EB1C75E3_2.jpg,OVAL,BLUE,7,OVAL_BLUE,123,0,1,0,0,0,0,0,0,0,0,0,0,99207-0463-30
00074-7069-90_RXNAVIMAGE10_9D1D4EAA_1.jpg,ROUND,BLUE,10,ROUND_BLUE,160,0,1,0,0,0,0,0,0,0,0,0,0,00074-7069-90
00074-7069-90_RXNAVIMAGE10_9D1D4EAA_2.jpg,ROUND,BLUE,10,ROUND_BLUE,160,0,1,0,0,0,0,0,0,0,0,0,0,00074-7069-90
00004-0800-85_RXNAVIMAGE10_491E24C1_1.jpg,CAPSULE,"GRAY, YELLOW",1,"CAPSULE_GRAY, YELLOW",31,0,0,0,1,0,0,0,0,0,0,0,1,00004-0800-85
00004-0800-85_RXNAVIMAGE10_491E24C1_2.jpg,CAPSULE,"GRAY, YELLOW",1,"CAPSULE_GRAY, YELLOW",31,0,0,0,1,0,0,0,0,0,0,0,1,00004-0800-85
65162-0761-10_RXNAVIMAGE10_C441622B_1.jpg,OVAL,PINK,7,OVAL_PINK,133,0,0,0,0,0,0,1,0,0,0,0,0,65162-0761-10
65162-0761-10_RXNAVIMAGE10_C441622B_2.jpg,OVAL,PINK,7,OVAL_PINK,133,0,0,0,0,0,0,1,0,0,0,0,0,65162-0761-10
49884-0735-11_RXNAVIMAGE10_0D3306F8_1.jpg,OVAL,WHITE,7,OVAL_WHITE,139,0,0,0,0,0,0,0,0,0,0,1,0,49884-0735-11
49884-0735-11_RXNAVIMAGE10_0D3306F8_2.jpg,OVAL,WHITE,7,OVAL_WHITE,139,0,0,0,0,0,0,0,0,0,0,1,0,49884-0735-11
00555-9012-58_RXNAVIMAGE10_832FC1CE_1.jpg,ROUND,WHITE,10,ROUND_WHITE,174,0,0,0,0,0,0,0,0,0,0,1,0,00555-9012-58
00555-9012-58_RXNAVIMAGE10_832FC1CE_2.jpg,ROUND,WHITE,10,ROUND_WHITE,174,0,0,0,0,0,0,0,0,0,0,1,0,00555-9012-58
43547-0254-50_RXNAVIMAGE10_703E3871_1.jpg,OVAL,WHITE,7,OVAL_WHITE,139,0,0,0,0,0,0,0,0,0,0,1,0,43547-0254-50
43547-0254-50_RXNAVIMAGE10_703E3871_2.jpg,OVAL,WHITE,7,OVAL_WHITE,139,0,0,0,0,0,0,0,0,0,0,1,0,43547-0254-50
00093-2748-65_RXNAVIMAGE10_014380FC_1.jpg,ROUND,ORANGE,10,ROUND_ORANGE,166,0,0,0,0,0,1,0,0,0,0,0,0,00093-2748-65
00093-2748-65_RXNAVIMAGE10_014380FC_2.jpg,ROUND,ORANGE,10,ROUND_ORANGE,166,0,0,0,0,0,1,0,0,0,0,0,0,00093-2748-65
16714-0225-04_RXNAVIMAGE10_7C453E79_1.jpg,OVAL,YELLOW,7,OVAL_YELLOW,145,0,0,0,0,0,0,0,0,0,0,0,1,16714-0225-04
16714-0225-04_RXNAVIMAGE10_7C453E79_2.jpg,OVAL,YELLOW,7,OVAL_YELLOW,145,0,0,0,0,0,0,0,0,0,0,0,1,16714-0225-04
00143-1202-01_RXNAVIMAGE10_7A053D59_1.jpg,ROUND,WHITE,10,ROUND_WHITE,174,0,0,0,0,0,0,0,0,0,0,1,0,00143-1202-01
00143-1202-01_RXNAVIMAGE10_7A053D59_2.jpg,ROUND,WHITE,10,ROUND_WHITE,174,0,0,0,0,0,0,0,0,0,0,1,0,00143-1202-01
13668-0268-01_RXNAVIMAGE10_CD3FE6CF_1.jpg,OVAL,PINK,7,OVAL_PINK,133,0,0,0,0,0,0,1,0,0,0,0,0,13668-0268-01
13668-0268-01_RXNAVIMAGE10_CD3FE6CF_2.jpg,OVAL,PINK,7,OVAL_PINK,133,0,0,0,0,0,0,1,0,0,0,0,0,13668-0268-01
29300-0137-01_RXNAVIMAGE10_983A4C62_1.jpg,OVAL,WHITE,7,OVAL_WHITE,139,0,0,0,0,0,0,0,0,0,0,1,0,29300-0137-01
29300-0137-01_RXNAVIMAGE10_983A4C62_2.jpg,OVAL,WHITE,7,OVAL_WHITE,139,0,0,0,0,0,0,0,0,0,0,1,0,29300-0137-01
51285-0126-98_RXNAVIMAGE10_9D42CEA6_1.jpg,ROUND,BROWN,10,ROUND_BROWN,162,0,0,1,0,0,0,0,0,0,0,0,0,51285-0126-98
51285-0126-98_RXNAVIMAGE10_9D42CEA6_2.jpg,ROUND,BROWN,10,ROUND_BROWN,162,0,0,1,0,0,0,0,0,0,0,0,0,51285-0126-98
00093-3160-06_RXNAVIMAGE10_FB297DFB_1.jpg,CAPSULE,"GREEN, PURPLE",1,"CAPSULE_GREEN, PURPLE",40,0,0,0,0,1,0,0,1,0,0,0,0,00093-3160-06
00093-3160-06_RXNAVIMAGE10_FB297DFB_2.jpg,CAPSULE,"GREEN, PURPLE",1,"CAPSULE_GREEN, PURPLE",40,0,0,0,0,1,0,0,1,0,0,0,0,00093-3160-06
51285-0060-01_RXNAVIMAGE10_6838B465_1.jpg,FREEFORM,PINK,4,FREEFORM_PINK,114,0,0,0,0,0,0,1,0,0,0,0,0,51285-0060-01
51285-0060-01_RXNAVIMAGE10_6838B465_2.jpg,FREEFORM,PINK,4,FREEFORM_PINK,114,0,0,0,0,0,0,1,0,0,0,0,0,51285-0060-01
00093-1005-01_RXNAVIMAGE10_9629CB0E_1.jpg,OVAL,WHITE,7,OVAL_WHITE,139,0,0,0,0,0,0,0,0,0,0,1,0,00093-1005-01
00093-1005-01_RXNAVIMAGE10_9629CB0E_2.jpg,OVAL,WHITE,7,OVAL_WHITE,139,0,0,0,0,0,0,0,0,0,0,1,0,00093-1005-01
00093-7236-56_RXNAVIMAGE10_422B2109_1.jpg,ROUND,YELLOW,10,ROUND_YELLOW,178,0,0,0,0,0,0,0,0,0,0,0,1,00093-7236-56
00093-7236-56_RXNAVIMAGE10_422B2109_2.jpg,ROUND,YELLOW,10,ROUND_YELLOW,178,0,0,0,0,0,0,0,0,0,0,0,1,00093-7236-56
66993-0107-02_RXNAVIMAGE10_3A239D7C_1.jpg,OVAL,ORANGE,7,OVAL_ORANGE,130,0,0,0,0,0,1,0,0,0,0,0,0,66993-0107-02
66993-0107-02_RXNAVIMAGE10_3A239D7C_2.jpg,OVAL,ORANGE,7,OVAL_ORANGE,130,0,0,0,0,0,1,0,0,0,0,0,0,66993-0107-02
66993-0409-32_RXNAVIMAGE10_4439A25D_1.jpg,CAPSULE,"BLACK, GREEN",1,"CAPSULE_BLACK, GREEN",1,1,0,0,0,1,0,0,0,0,0,0,0,66993-0409-32
66993-0409-32_RXNAVIMAGE10_4439A25D_2.jpg,CAPSULE,"BLACK, GREEN",1,"CAPSULE_BLACK, GREEN",1,1,0,0,0,1,0,0,0,0,0,0,0,66993-0409-32
65862-0547-90_RXNAVIMAGE10_32511968_1.jpg,OVAL,ORANGE,7,OVAL_ORANGE,130,0,0,0,0,0,1,0,0,0,0,0,0,65862-0547-90
65862-0547-90_RXNAVIMAGE10_32511968_2.jpg,OVAL,ORANGE,7,OVAL_ORANGE,130,0,0,0,0,0,1,0,0,0,0,0,0,65862-0547-90
00378-2072-01_RXNAVIMAGE10_8621435A_1.jpg,ROUND,BLUE,10,ROUND_BLUE,160,0,1,0,0,0,0,0,0,0,0,0,0,00378-2072-01
00378-2072-01_RXNAVIMAGE10_8621435A_2.jpg,ROUND,BLUE,10,ROUND_BLUE,160,0,1,0,0,0,0,0,0,0,0,0,0,00378-2072-01
00228-2751-11_RXNAVIMAGE10_6207B15D_1.jpg,OVAL,WHITE,7,OVAL_WHITE,139,0,0,0,0,0,0,0,0,0,0,1,0,00228-2751-11
00228-2751-11_RXNAVIMAGE10_6207B15D_2.jpg,OVAL,WHITE,7,OVAL_WHITE,139,0,0,0,0,0,0,0,0,0,0,1,0,00228-2751-11
29300-0111-05_RXNAVIMAGE10_584FAC5D_1.jpg,OVAL,WHITE,7,OVAL_WHITE,139,0,0,0,0,0,0,0,0,0,0,1,0,29300-0111-05
29300-0111-05_RXNAVIMAGE10_584FAC5D_2.jpg,OVAL,WHITE,7,OVAL_WHITE,139,0,0,0,0,0,0,0,0,0,0,1,0,29300-0111-05
51285-0446-02_RXNAVIMAGE10_38359C1C_1.jpg,ROUND,ORANGE,10,ROUND_ORANGE,166,0,0,0,0,0,1,0,0,0,0,0,0,51285-0446-02
51285-0446-02_RXNAVIMAGE10_38359C1C_2.jpg,ROUND,ORANGE,10,ROUND_ORANGE,166,0,0,0,0,0,1,0,0,0,0,0,0,51285-0446-02
60505-2674-03_RXNAVIMAGE10_864FC30E_1.jpg,RECTANGLE,PINK,9,RECTANGLE_PINK,158,0,0,0,0,0,0,1,0,0,0,0,0,60505-2674-03
60505-2674-03_RXNAVIMAGE10_864FC30E_2.jpg,RECTANGLE,PINK,9,RECTANGLE_PINK,158,0,0,0,0,0,0,1,0,0,0,0,0,60505-2674-03
00093-7224-98_RXNAVIMAGE10_B5305AF2_1.jpg,ROUND,WHITE,10,ROUND_WHITE,174,0,0,0,0,0,0,0,0,0,0,1,0,00093-7224-98
00093-7224-98_RXNAVIMAGE10_B5305AF2_2.jpg,ROUND,WHITE,10,ROUND_WHITE,174,0,0,0,0,0,0,0,0,0,0,1,0,00093-7224-98
00172-3926-60_RXNAVIMAGE10_C54262D3_1.jpg,ROUND,YELLOW,10,ROUND_YELLOW,178,0,0,0,0,0,0,0,0,0,0,0,1,00172-3926-60
00172-3926-60_RXNAVIMAGE10_C54262D3_2.jpg,ROUND,YELLOW,10,ROUND_YELLOW,178,0,0,0,0,0,0,0,0,0,0,0,1,00172-3926-60
00555-9020-58_RXNAVIMAGE10_4B36A5F5_1.jpg,ROUND,PINK,10,ROUND_PINK,168,0,0,0,0,0,0,1,0,0,0,0,0,00555-9020-58
00555-9020-58_RXNAVIMAGE10_4B36A5F5_2.jpg,ROUND,PINK,10,ROUND_PINK,168,0,0,0,0,0,0,1,0,0,0,0,0,00555-9020-58
55111-0320-01_RXNAVIMAGE10_2F0797AC_1.jpg,OVAL,PINK,7,OVAL_PINK,133,0,0,0,0,0,0,1,0,0,0,0,0,55111-0320-01
55111-0320-01_RXNAVIMAGE10_2F0797AC_2.jpg,OVAL,PINK,7,OVAL_PINK,133,0,0,0,0,0,0,1,0,0,0,0,0,55111-0320-01
68462-0474-01_RXNAVIMAGE10_5047A81D_1.jpg,OVAL,WHITE,7,OVAL_WHITE,139,0,0,0,0,0,0,0,0,0,0,1,0,68462-0474-01
68462-0474-01_RXNAVIMAGE10_5047A81D_2.jpg,OVAL,WHITE,7,OVAL_WHITE,139,0,0,0,0,0,0,0,0,0,0,1,0,68462-0474-01
00003-4222-16_RXNAVIMAGE10_F215F93F_1.jpg,OVAL,YELLOW,7,OVAL_YELLOW,145,0,0,0,0,0,0,0,0,0,0,0,1,00003-4222-16
00003-4222-16_RXNAVIMAGE10_F215F93F_2.jpg,OVAL,YELLOW,7,OVAL_YELLOW,145,0,0,0,0,0,0,0,0,0,0,0,1,00003-4222-16
53489-0145-01_RXNAVIMAGE10_B523DA9E_1.jpg,ROUND,WHITE,10,ROUND_WHITE,174,0,0,0,0,0,0,0,0,0,0,1,0,53489-0145-01
53489-0145-01_RXNAVIMAGE10_B523DA9E_2.jpg,ROUND,WHITE,10,ROUND_WHITE,174,0,0,0,0,0,0,0,0,0,0,1,0,53489-0145-01
53489-0120-02_RXNAVIMAGE10_D4346A13_1.jpg,ROUND,ORANGE,10,ROUND_ORANGE,166,0,0,0,0,0,1,0,0,0,0,0,0,53489-0120-02
53489-0120-02_RXNAVIMAGE10_D4346A13_2.jpg,ROUND,ORANGE,10,ROUND_ORANGE,166,0,0,0,0,0,1,0,0,0,0,0,0,53489-0120-02
55253-0601-30_RXNAVIMAGE10_DE356F4B_1.jpg,ROUND,YELLOW,10,ROUND_YELLOW,178,0,0,0,0,0,0,0,0,0,0,0,1,55253-0601-30
55253-0601-30_RXNAVIMAGE10_DE356F4B_2.jpg,ROUND,YELLOW,10,ROUND_YELLOW,178,0,0,0,0,0,0,0,0,0,0,0,1,55253-0601-30
49702-0203-18_RXNAVIMAGE10_2C19965C_1.jpg,DIAMOND,WHITE,2,DIAMOND_WHITE,110,0,0,0,0,0,0,0,0,0,0,1,0,49702-0203-18
49702-0203-18_RXNAVIMAGE10_2C19965C_2.jpg,DIAMOND,WHITE,2,DIAMOND_WHITE,110,0,0,0,0,0,0,0,0,0,0,1,0,49702-0203-18
52544-0233-41_RXNAVIMAGE10_BA4ADD26_1.jpg,ROUND,GREEN,10,ROUND_GREEN,164,0,0,0,0,1,0,0,0,0,0,0,0,52544-0233-41
52544-0233-41_RXNAVIMAGE10_BA4ADD26_2.jpg,ROUND,GREEN,10,ROUND_GREEN,164,0,0,0,0,1,0,0,0,0,0,0,0,52544-0233-41
00093-7465-98_RXNAVIMAGE10_1C380E40_1.jpg,OVAL,WHITE,7,OVAL_WHITE,139,0,0,0,0,0,0,0,0,0,0,1,0,00093-7465-98
00093-7465-98_RXNAVIMAGE10_1C380E40_2.jpg,OVAL,WHITE,7,OVAL_WHITE,139,0,0,0,0,0,0,0,0,0,0,1,0,00093-7465-98
00378-7002-93_RXNAVIMAGE10_42242111_1.jpg,OVAL,BLUE,7,OVAL_BLUE,123,0,1,0,0,0,0,0,0,0,0,0,0,00378-7002-93
00378-7002-93_RXNAVIMAGE10_42242111_2.jpg,OVAL,BLUE,7,OVAL_BLUE,123,0,1,0,0,0,0,0,0,0,0,0,0,00378-7002-93
00169-0081-81_RXNAVIMAGE10_CD1C66E3_1.jpg,ROUND,WHITE,10,ROUND_WHITE,174,0,0,0,0,0,0,0,0,0,0,1,0,00169-0081-81
00169-0081-81_RXNAVIMAGE10_CD1C66E3_2.jpg,ROUND,WHITE,10,ROUND_WHITE,174,0,0,0,0,0,0,0,0,0,0,1,0,00169-0081-81
68012-0002-13_RXNAVIMAGE10_FE407F63_1.jpg,OVAL,BLUE,7,OVAL_BLUE,123,0,1,0,0,0,0,0,0,0,0,0,0,68012-0002-13
68012-0002-13_RXNAVIMAGE10_FE407F63_2.jpg,OVAL,BLUE,7,OVAL_BLUE,123,0,1,0,0,0,0,0,0,0,0,0,0,68012-0002-13
50111-0308-01_RXNAVIMAGE10_94294A3A_1.jpg,ROUND,WHITE,10,ROUND_WHITE,174,0,0,0,0,0,0,0,0,0,0,1,0,50111-0308-01
50111-0308-01_RXNAVIMAGE10_94294A3A_2.jpg,ROUND,WHITE,10,ROUND_WHITE,174,0,0,0,0,0,0,0,0,0,0,1,0,50111-0308-01
00603-3213-28_RXNAVIMAGE10_7015B82D_1.jpg,ROUND,WHITE,10,ROUND_WHITE,174,0,0,0,0,0,0,0,0,0,0,1,0,00603-3213-28
00603-3213-28_RXNAVIMAGE10_7015B82D_2.jpg,ROUND,WHITE,10,ROUND_WHITE,174,0,0,0,0,0,0,0,0,0,0,1,0,00603-3213-28
00904-1056-61_RXNAVIMAGE10_F032F827_1.jpg,OVAL,WHITE,7,OVAL_WHITE,139,0,0,0,0,0,0,0,0,0,0,1,0,00904-1056-61
00904-1056-61_RXNAVIMAGE10_F032F827_2.jpg,OVAL,WHITE,7,OVAL_WHITE,139,0,0,0,0,0,0,0,0,0,0,1,0,00904-1056-61
00093-7304-65_RXNAVIMAGE10_712F3889_1.jpg,ROUND,WHITE,10,ROUND_WHITE,174,0,0,0,0,0,0,0,0,0,0,1,0,00093-7304-65
00093-7304-65_RXNAVIMAGE10_712F3889_2.jpg,ROUND,WHITE,10,ROUND_WHITE,174,0,0,0,0,0,0,0,0,0,0,1,0,00093-7304-65
47781-0729-02_RXNAVIMAGE10_074D03A8_1.jpg,CAPSULE,"GRAY, PINK",1,"CAPSULE_GRAY, PINK",27,0,0,0,1,0,0,1,0,0,0,0,0,47781-0729-02
47781-0729-02_RXNAVIMAGE10_074D03A8_2.jpg,CAPSULE,"GRAY, PINK",1,"CAPSULE_GRAY, PINK",27,0,0,0,1,0,0,1,0,0,0,0,0,47781-0729-02
00378-4186-93_RXNAVIMAGE10_37219BDC_1.jpg,ROUND,GREEN,10,ROUND_GREEN,164,0,0,0,0,1,0,0,0,0,0,0,0,00378-4186-93
00378-4186-93_RXNAVIMAGE10_37219BDC_2.jpg,ROUND,GREEN,10,ROUND_GREEN,164,0,0,0,0,1,0,0,0,0,0,0,0,00378-4186-93
33342-0067-07_RXNAVIMAGE10_E451724B_1.jpg,ROUND,WHITE,10,ROUND_WHITE,174,0,0,0,0,0,0,0,0,0,0,1,0,33342-0067-07
33342-0067-07_RXNAVIMAGE10_E451724B_2.jpg,ROUND,WHITE,10,ROUND_WHITE,174,0,0,0,0,0,0,0,0,0,0,1,0,33342-0067-07
00093-0090-01_RXNAVIMAGE10_F32979AB_1.jpg,ROUND,WHITE,10,ROUND_WHITE,174,0,0,0,0,0,0,0,0,0,0,1,0,00093-0090-01
00093-0090-01_RXNAVIMAGE10_F32979AB_2.jpg,ROUND,WHITE,10,ROUND_WHITE,174,0,0,0,0,0,0,0,0,0,0,1,0,00093-0090-01
68682-0372-90_RXNAVIMAGE10_62443161_1.jpg,CAPSULE,WHITE,1,CAPSULE_WHITE,81,0,0,0,0,0,0,0,0,0,0,1,0,68682-0372-90
68682-0372-90_RXNAVIMAGE10_62443161_2.jpg,CAPSULE,WHITE,1,CAPSULE_WHITE,81,0,0,0,0,0,0,0,0,0,0,1,0,68682-0372-90
65862-0621-01_RXNAVIMAGE10_3F4E1FB0_1.jpg,ROUND,WHITE,10,ROUND_WHITE,174,0,0,0,0,0,0,0,0,0,0,1,0,65862-0621-01
65862-0621-01_RXNAVIMAGE10_3F4E1FB0_2.jpg,ROUND,WHITE,10,ROUND_WHITE,174,0,0,0,0,0,0,0,0,0,0,1,0,65862-0621-01
00781-5619-92_RXNAVIMAGE10_B93EDC86_1.jpg,TEAR,BROWN,13,TEAR_BROWN,188,0,0,1,0,0,0,0,0,0,0,0,0,00781-5619-92
00781-5619-92_RXNAVIMAGE10_B93EDC86_2.jpg,TEAR,BROWN,13,TEAR_BROWN,188,0,0,1,0,0,0,0,0,0,0,0,0,00781-5619-92
00093-7206-56_RXNAVIMAGE10_9F2FCFDE_1.jpg,ROUND,YELLOW,10,ROUND_YELLOW,178,0,0,0,0,0,0,0,0,0,0,0,1,00093-7206-56
